==155022== NVPROF is profiling process 155022, command: /p/vast1/ggeorgak/projects/compilers/numba/test/HeCBench/src/lavaMD-omp/main -boxes1d 30
==155022== Profiling application: /p/vast1/ggeorgak/projects/compilers/numba/test/HeCBench/src/lavaMD-omp/main -boxes1d 30
==155022== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
us,us,,,,,,,,KB,B,MB,GB/s,,,,,,,
410479.804000,2.751000,,,,,,,,,,0.000001,0.000339,"Device","Pageable","Tesla V100-SXM2-16GB (0)","1","7","[CUDA memcpy DtoH]",102
410542.586000,1.473000,,,,,,,,,,0.000015,0.010116,"Pageable","Device","Tesla V100-SXM2-16GB (0)","1","7","[CUDA memcpy HtoD]",104
411342.488000,1361.212000,,,,,,,,,,16.891479,12.118307,"Pageable","Device","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy HtoD]",108
413997.006000,3282.294000,,,,,,,,,,41.198730,12.257627,"Pageable","Device","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy HtoD]",114
418167.840000,774.813000,,,,,,,,,,10.299683,12.981563,"Pageable","Device","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy HtoD]",120
420328.569000,3257.460000,,,,,,,,,,41.198730,12.351076,"Pageable","Device","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy HtoD]",127
424420.330000,1.791000,,,,,,,,,,0.000004,0.002080,"Pageable","Device","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy HtoD]",133
424962.184000,342248.867000,27000,1,1,128,1,1,68,13.132812,0,,,,,"Tesla V100-SXM2-16GB (0)","1","16","__omp_offloading_4d_3b57a025_main_l194",145
767214.735000,1.921000,,,,,,,,,,0.000004,0.001939,"Device","Pageable","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy DtoH]",147
778398.088000,3394.389000,,,,,,,,,,41.198730,11.852836,"Device","Pageable","Tesla V100-SXM2-16GB (0)","1","16","[CUDA memcpy DtoH]",150
