Version,Ctime
omp,1.0091884349822067
pyomp,2.536423821002245
omp,0.9876264090416953
pyomp,2.426029399037361
omp,0.9760478580137715
pyomp,2.013403541990556
omp,0.9883497330010869
pyomp,2.4296512180007994
omp,0.9796724889893085
pyomp,2.4083990560029633
omp,0.9729105120059103
pyomp,2.4336474699666724
omp,0.9761021519661881
pyomp,2.423146474000532
omp,0.9820838910527527
pyomp,2.3746580419829115
omp,0.9945376589894295
pyomp,2.3878240499761887
omp,0.990598885982763
pyomp,2.433400788984727
