Version,Ctime
omp,5.345264131203294
pyomp,10.019663147628307
omp,5.362234441563487
pyomp,10.005167401395738
omp,5.342996445484459
pyomp,9.997425889596343
omp,5.339815233834088
pyomp,10.222830125130713
omp,5.558913603425026
pyomp,10.011293704621494
omp,5.344453196041286
pyomp,10.003412342630327
omp,5.347266890108585
pyomp,10.004405616782606
omp,5.561813581734896
pyomp,10.004200836643577
omp,5.347198699600995
pyomp,10.012027386575937
omp,5.34203468542546
pyomp,10.010337246581912
